pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-09-27,94.6,-2.7,6.28,"Schwarber, Kyle",656941,663432,,foul,,,,,5.0,Kyle Schwarber flies out to third baseman Ildemaro Vargas.,R,L,R,WSH,PHI,S,,,1,0,2024,-0.68,1.6,-0.22,2.26,,,,2,8,Top,,,,,660688,,,7.987823923804911,-137.43306371727934,-8.411309156200975,-10.329708277625665,27.668838055999466,-10.164273089447043,3.29,1.53,226.0,77.2,50.0,94.9,2329.0,6.4,744797,663432,660688,660766,671277,545121,683083,695578,696285,686611,54.13,,,,,,,,66,2,4-Seam Fastball,8,1,1,8,1,8,1,8,Infield shade,Standard,217.0,0.0,-0.02,71.43432,7.14793
FF,2024-09-27,95.1,-2.72,6.34,"Schwarber, Kyle",656941,663432,,ball,,,,,11.0,Kyle Schwarber flies out to third baseman Ildemaro Vargas.,R,L,R,WSH,PHI,B,,,0,0,2024,-0.76,1.57,-0.81,3.76,,,,2,8,Top,,,,,660688,,,6.737277022626057,-138.3694158997569,-4.674998431123963,-11.1885693514022,28.68507669632577,-11.117192912685502,3.24,1.52,,,,95.7,2368.0,6.5,744797,663432,660688,660766,671277,545121,683083,695578,696285,686611,54.0,,,,,,,,66,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Infield shade,Standard,210.0,0.0,0.015,,
FF,2024-09-27,89.4,-2.44,5.09,"Schwarber, Kyle",656941,592866,field_out,hit_into_play,,,,,2.0,"Kyle Schwarber grounds out, second baseman Luis García Jr.  to first baseman Juan Yepez.",R,L,R,WSH,PHI,X,4.0,ground_ball,1,2,2024,-0.47,0.73,-0.01,3.07,,,,0,1,Top,148.22,152.93,,,660688,,,7.072113949066752,-130.12096422185672,-0.5926530111296026,-6.718659772061908,23.599142036217284,-23.82770633497041,3.29,1.53,7.0,92.3,-23.0,90.8,2108.0,6.8,744797,592866,660688,660766,671277,545121,683083,695578,696285,686611,53.68,0.091,0.077,0.0,1.0,0.0,0.0,2.0,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,223.0,0.022,-0.168,72.23234,7.01592
FF,2024-09-27,88.9,-2.28,5.08,"Schwarber, Kyle",656941,592866,,foul,,,,,2.0,"Kyle Schwarber grounds out, second baseman Luis García Jr.  to first baseman Juan Yepez.",R,L,R,WSH,PHI,S,,,1,1,2024,-0.61,1.03,-0.08,3.29,,,,0,1,Top,,,,,660688,,,6.739693614105785,-129.49672735943787,-0.5677383426701199,-8.123300519751234,23.874560414078328,-20.6074106666482,3.29,1.53,134.0,74.2,28.0,90.4,2216.0,6.9,744797,592866,660688,660766,671277,545121,683083,695578,696285,686611,53.62,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,232.0,0.0,-0.05,74.53133,7.44938
CH,2024-09-27,83.1,-2.4,5.08,"Schwarber, Kyle",656941,592866,,ball,,,,,13.0,"Kyle Schwarber grounds out, second baseman Luis García Jr.  to first baseman Juan Yepez.",R,L,R,WSH,PHI,B,,,0,1,2024,-1.36,0.41,-1.69,2.25,,,,0,1,Top,,,,,660688,,,4.371742223983505,-120.93564484654352,-0.820362389858852,-14.215807673820777,23.490198535321973,-28.195115212137654,3.3,1.61,,,,84.3,1835.0,7.0,744797,592866,660688,660766,671277,545121,683083,695578,696285,686611,53.46,,,,,,,,1,2,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,252.0,0.0,0.023,,
FF,2024-09-27,94.1,3.73,5.72,"Schwarber, Kyle",656941,676395,field_out,hit_into_play,,,,,3.0,Kyle Schwarber grounds out to first baseman Juan Yepez.,R,L,L,WSH,PHI,X,3.0,ground_ball,0,0,2024,0.96,1.42,0.34,3.34,,,,0,6,Top,156.85,165.14,,,660688,,,-10.99862633143738,-136.72047615288955,-3.653970813376232,14.38819835877287,28.082254865648828,-13.724997858488097,3.29,1.53,53.0,99.7,0.0,95.0,2261.0,6.8,744797,676395,660688,660766,671277,545121,683083,695578,696285,686611,53.73,0.443,0.412,0.0,1.0,0.0,0.0,4.0,48,1,4-Seam Fastball,7,0,0,7,0,7,0,7,Standard,Standard,128.0,0.003,-0.228,79.62804,7.5176
FF,2024-09-27,88.5,-2.49,5.1,"Schwarber, Kyle",656941,592866,,foul,,,,,2.0,"Kyle Schwarber grounds out, second baseman Luis García Jr.  to first baseman Juan Yepez.",R,L,R,WSH,PHI,S,,,0,0,2024,-0.85,0.96,-0.18,2.83,,,,0,1,Top,,,,,660688,,,7.478288212027039,-128.88446498070266,-1.5824352263423695,-10.851774748455709,22.729540544305586,-21.209034099738,3.28,1.52,69.0,95.6,3.0,90.1,2268.0,6.9,744797,592866,660688,660766,671277,545121,683083,695578,696285,686611,53.63,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,233.0,0.0,-0.033,81.44377,8.05943
FC,2024-09-25,87.8,-1.3,5.97,"Schwarber, Kyle",656941,665871,walk,ball,,,,,11.0,Kyle Schwarber walks.,R,L,R,PHI,CHC,B,,,3,2,2024,0.25,0.72,-1.78,2.95,,,,2,4,Bot,,,,,665804,,,-1.6783827122992614,-128.10337102943254,-2.82907616399708,3.068971117590728,22.05965413848812,-23.868523337934423,3.22,1.48,,,,88.9,1905.0,6.5,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,54.02,,0.689131,0.7,1.0,0.0,0.0,,36,6,Cutter,5,3,5,3,3,5,5,3,Infield shade,Standard,184.0,0.008,0.103,,
CH,2024-09-25,80.2,-0.75,6.1,"Schwarber, Kyle",656941,665871,,ball,,,,,13.0,Kyle Schwarber walks.,R,L,R,PHI,CHC,B,,,2,2,2024,-0.86,0.51,-1.52,1.2,,,,2,4,Bot,,,,,665804,,,-0.0711265956691831,-116.77775276017236,-5.187924154424607,-7.901236130130544,20.584084692225293,-26.773180205127325,3.24,1.53,,,,81.1,1375.0,6.7,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.79,,,,,,,,36,5,Changeup,5,3,5,3,3,5,5,3,Infield shade,Standard,224.0,0.0,0.041,,
FC,2024-09-25,86.7,-1.07,6.04,"Schwarber, Kyle",656941,665871,,foul,,,,,12.0,Kyle Schwarber walks.,R,L,R,PHI,CHC,S,,,2,1,2024,0.47,0.42,1.07,2.57,,,,2,4,Bot,,,,,665804,,,4.182673295502827,-126.31389072783278,-3.0582810367518065,4.343926227714372,22.049963039173846,-27.283690009413643,3.29,1.53,21.0,81.1,-6.0,87.7,2000.0,6.5,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.96,,,,,,,,36,4,Cutter,5,3,5,3,3,5,5,3,Infield shade,Standard,167.0,0.0,-0.032,80.77525,8.27459
SI,2024-09-25,90.2,-0.93,6.1,"Schwarber, Kyle",656941,665871,,ball,,,,,14.0,Kyle Schwarber walks.,R,L,R,PHI,CHC,B,,,1,1,2024,-1.19,0.61,0.83,1.55,,,,2,4,Bot,,,,,665804,,,6.971669114031427,-131.16018645074695,-6.7054650964505935,-15.214077777212614,27.36559980879577,-23.838030319514758,3.31,1.58,,,,90.9,1795.0,6.7,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.81,,,,,,,,36,3,Sinker,5,3,5,3,3,5,5,3,Infield shade,Standard,206.0,0.0,0.022,,
CU,2024-09-25,76.5,-0.83,6.11,"Schwarber, Kyle",656941,665871,,foul,,,,,8.0,Kyle Schwarber walks.,R,L,R,PHI,CHC,S,,,1,0,2024,1.03,-0.91,0.07,1.68,,,,2,4,Bot,,,,,665804,,,0.0489650031970576,-111.45589758536994,-0.6361702412537801,8.506115677224807,21.724861852518487,-39.81624028204249,3.29,1.53,4.0,63.8,-29.0,76.8,2438.0,6.6,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.88,,,,,,,,36,2,Curveball,5,3,5,3,3,5,5,3,Infield shade,Standard,42.0,0.0,-0.02,80.73602,8.1906
CU,2024-09-25,77.3,-0.86,6.11,"Schwarber, Kyle",656941,665871,,ball,,,,,14.0,Kyle Schwarber walks.,R,L,R,PHI,CHC,B,,,0,0,2024,1.21,-0.62,0.71,1.15,,,,2,4,Bot,,,,,665804,,,1.1488820923329062,-112.59507701390572,-2.462636051023524,10.00678059653326,21.974180988976443,-37.15299010081829,3.29,1.55,,,,77.5,2409.0,6.6,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.92,,,,,,,,36,1,Curveball,5,3,5,3,3,5,5,3,Infield shade,Standard,49.0,0.0,0.015,,
FC,2024-09-25,86.9,-1.11,6.03,"Schwarber, Kyle",656941,665871,double,hit_into_play,,,,,5.0,Kyle Schwarber doubles (22) on a fly ball to center fielder Pete Crow-Armstrong.,R,L,R,PHI,CHC,X,8.0,fly_ball,0,0,2024,0.32,0.58,-0.09,2.09,,,,2,2,Bot,82.23,52.73,,,665804,,,1.8197213344385008,-126.57818799046524,-4.521338027154057,3.0706112573839164,23.68999400002637,-25.293371679732097,3.29,1.53,366.0,99.9,25.0,87.7,1827.0,6.5,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.97,0.546,0.825,1.25,1.0,1.0,1.0,6.0,18,1,Cutter,3,0,3,0,0,3,3,0,Infield shade,Standard,183.0,0.013,0.237,79.39295,7.2513
FC,2024-09-25,91.5,-2.55,5.99,"Schwarber, Kyle",656941,624522,field_out,hit_into_play,,,,,6.0,Kyle Schwarber lines out sharply to first baseman Cody Bellinger.,R,L,R,PHI,CHC,X,3.0,line_drive,3,1,2024,0.59,0.58,0.42,2.38,,,,0,6,Bot,163.13,153.76,,,665804,,,6.201333110075842,-133.2058109108754,-4.589502891210787,5.964249350531032,24.693799353939788,-24.48479038614687,3.29,1.53,149.0,101.3,9.0,92.0,2776.0,6.2,745521,624522,665804,641355,663538,670623,621020,664023,691718,682634,54.25,0.674,0.638,0.0,1.0,0.0,0.0,4.0,55,5,Cutter,8,5,8,5,5,8,8,5,Infield shade,Standard,158.0,-0.007,-0.374,71.88631,7.67984
FC,2024-09-25,90.7,-2.59,5.97,"Schwarber, Kyle",656941,624522,,ball,,,,,14.0,Kyle Schwarber lines out sharply to first baseman Cody Bellinger.,R,L,R,PHI,CHC,B,,,2,1,2024,0.67,0.34,1.09,2.31,,,,0,6,Bot,,,,,665804,,,7.766205007321432,-131.97143831927596,-4.0679969067530575,6.504432875638513,23.496568466023508,-27.54681721308635,3.3,1.56,,,,91.3,2684.0,6.3,745521,624522,665804,641355,663538,670623,621020,664023,691718,682634,54.23,,,,,,,,55,4,Cutter,8,5,8,5,5,8,8,5,Infield shade,Standard,152.0,0.0,0.109,,
CH,2024-09-25,89.9,-2.73,5.78,"Schwarber, Kyle",656941,624522,,ball,,,,,14.0,Kyle Schwarber lines out sharply to first baseman Cody Bellinger.,R,L,R,PHI,CHC,B,,,1,1,2024,-0.43,0.66,1.28,0.33,,,,0,6,Bot,,,,,665804,,,10.85462641572198,-130.41651231931084,-8.975556914275595,-7.04495119621311,24.53687583475141,-22.94682872469289,3.28,1.53,,,,90.2,1595.0,6.4,745521,624522,665804,641355,663538,670623,621020,664023,691718,682634,54.07,,,,,,,,55,3,Changeup,8,5,8,5,5,8,8,5,Infield shade,Standard,191.0,0.0,0.047,,
CU,2024-09-25,83.0,-2.57,5.96,"Schwarber, Kyle",656941,624522,,ball,,,,,14.0,Kyle Schwarber lines out sharply to first baseman Cody Bellinger.,R,L,R,PHI,CHC,B,,,0,1,2024,0.85,-1.22,1.17,0.92,,,,0,6,Bot,,,,,665804,,,6.86966306046148,-120.69439335218432,-2.5931072521177625,6.801336528428585,25.431377451382595,-43.74017116106612,3.3,1.61,,,,82.6,2770.0,6.2,745521,624522,665804,641355,663538,670623,621020,664023,691718,682634,54.28,,,,,,,,55,2,Curveball,8,5,8,5,5,8,8,5,Infield shade,Standard,45.0,0.0,0.023,,
FC,2024-09-25,90.5,-2.59,6.1,"Schwarber, Kyle",656941,624522,,foul_tip,,,,,12.0,Kyle Schwarber lines out sharply to first baseman Cody Bellinger.,R,L,R,PHI,CHC,S,,,0,0,2024,0.43,0.45,0.64,3.56,,,,0,6,Bot,,,,,665804,,,7.117921054882535,-131.7500177127026,-1.3762231827138232,3.5928023286960373,26.990611612158546,-26.84758429354585,3.29,1.53,,,,90.5,2741.0,6.2,745521,624522,665804,641355,663538,670623,621020,664023,691718,682634,54.34,,,,,,,,55,1,Cutter,8,5,8,5,5,8,8,5,Infield shade,Standard,161.0,0.0,-0.033,51.91141,5.91687
FF,2024-09-25,98.6,-1.26,5.65,"Schwarber, Kyle",656941,663878,strikeout,swinging_strike,,,,,2.0,Kyle Schwarber strikes out swinging.,R,L,R,PHI,CHC,S,2.0,,3,2,2024,-0.48,1.46,-0.16,3.06,,,,1,8,Bot,,,,,665804,,,4.163651829896349,-143.35881472920389,-4.992012552419953,-7.644296834759498,36.282449369522375,-11.188804324441955,3.29,1.53,,,,99.2,2437.0,6.9,745521,663878,665804,641355,663538,670623,621020,664023,691718,682634,53.6,,0.0,0.0,1.0,0.0,0.0,,71,6,4-Seam Fastball,9,5,9,5,5,9,9,5,Infield shade,Standard,212.0,0.0,-0.21,79.83231,7.66111
CU,2024-09-25,81.6,-1.22,5.83,"Schwarber, Kyle",656941,663878,,ball,,,,,11.0,Kyle Schwarber strikes out swinging.,R,L,R,PHI,CHC,B,,,2,2,2024,1.21,-0.8,-0.46,3.65,,,,1,8,Bot,,,,,665804,,,-0.6251443414168761,-118.71317230653062,3.31772715246235,11.460350312090217,24.90693350281993,-40.58629964373559,3.11,1.49,,,,81.8,2708.0,6.7,745521,663878,665804,641355,663538,670623,621020,664023,691718,682634,53.82,,,,,,,,71,5,Curveball,9,5,9,5,5,9,9,5,Infield shade,Standard,49.0,0.0,0.068,,
SL,2024-09-25,90.0,-1.18,5.76,"Schwarber, Kyle",656941,663878,,foul,,,,,8.0,Kyle Schwarber strikes out swinging.,R,L,R,PHI,CHC,S,,,2,1,2024,0.52,0.29,0.2,1.81,,,,1,8,Bot,,,,,665804,,,2.3532499984672985,-131.12177354268306,-4.534208081065999,5.525773496471331,27.163853909654605,-28.041759290166937,3.29,1.53,129.0,76.6,76.0,90.9,2678.0,6.7,745521,663878,665804,641355,663538,670623,621020,664023,691718,682634,53.77,,,,,,,,71,4,Slider,9,5,9,5,5,9,9,5,Infield shade,Standard,132.0,0.0,-0.049,77.05242,7.89269
SL,2024-09-25,88.9,-1.26,5.78,"Schwarber, Kyle",656941,663878,,called_strike,,,,,3.0,Kyle Schwarber strikes out swinging.,R,L,R,PHI,CHC,S,,,2,0,2024,0.69,-0.17,0.71,2.89,,,,1,8,Bot,,,,,665804,,,3.4121397822808537,-129.46372418720193,-0.7038821660265974,7.08115660867791,26.283170398926107,-34.12252975779051,3.16,1.53,,,,90.0,2699.0,6.8,745521,663878,665804,641355,663538,670623,621020,664023,691718,682634,53.67,,,,,,,,71,3,Slider,9,5,9,5,5,9,9,5,Infield shade,Standard,110.0,0.0,-0.041,,
FF,2024-09-25,98.3,-1.08,5.87,"Schwarber, Kyle",656941,663878,,ball,,,,,11.0,Kyle Schwarber strikes out swinging.,R,L,R,PHI,CHC,B,,,1,0,2024,-0.49,1.55,-0.51,3.87,,,,1,8,Bot,,,,,665804,,,2.693711839744875,-143.17357318965398,-3.542247522975269,-7.312765602219949,33.97636202372376,-10.311341253382285,3.16,1.56,,,,99.0,2329.0,6.7,745521,663878,665804,641355,663538,670623,621020,664023,691718,682634,53.84,,,,,,,,71,2,4-Seam Fastball,9,5,9,5,5,9,9,5,Infield shade,Standard,211.0,0.0,0.046,,
FC,2024-09-25,87.8,-1.18,6.02,"Schwarber, Kyle",656941,665871,field_out,hit_into_play,,,,,6.0,Kyle Schwarber grounds out to first baseman Cody Bellinger.,R,L,R,PHI,CHC,X,3.0,ground_ball,3,2,2024,0.36,0.91,0.36,2.17,,,,0,1,Bot,169.11,159.24,,,665804,,,3.007878484104749,-127.78847076097524,-5.093378971903903,3.264213943480325,26.669372299132768,-21.3777580996308,3.29,1.53,70.0,89.7,3.0,88.3,2121.0,6.6,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.88,0.386,0.345,0.0,1.0,0.0,0.0,2.0,5,7,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,184.0,-0.021,-0.3,81.86607,7.75288
SI,2024-09-25,91.6,-0.75,6.14,"Schwarber, Kyle",656941,665871,,foul,,,,,5.0,Kyle Schwarber grounds out to first baseman Cody Bellinger.,R,L,R,PHI,CHC,S,,,3,2,2024,-1.39,0.67,0.14,2.19,,,,0,1,Bot,,,,,665804,,,5.284250730916456,-133.18821910212358,-5.505399106405788,-17.692418382524544,30.94300664312729,-23.18773830972745,3.29,1.53,5.0,95.2,-25.0,91.6,1985.0,6.5,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.97,,,,,,,,5,6,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,205.0,0.0,0.0,78.01914,7.61975
SL,2024-09-25,90.1,-1.17,5.85,"Schwarber, Kyle",656941,663878,,ball,,,,,14.0,Kyle Schwarber strikes out swinging.,R,L,R,PHI,CHC,B,,,0,0,2024,0.47,0.03,1.0,1.52,,,,1,8,Bot,,,,,665804,,,4.457894890004479,-131.2809387326799,-4.962894455844454,4.630029649962883,25.31466899194629,-31.07226746350399,3.23,1.59,,,,91.6,2704.0,6.9,745521,663878,665804,641355,663538,670623,621020,664023,691718,682634,53.6,,,,,,,,71,1,Slider,9,5,9,5,5,9,9,5,Infield shade,Standard,129.0,0.0,0.024,,
SI,2024-09-25,91.1,-0.65,6.18,"Schwarber, Kyle",656941,665871,,ball,,,,,14.0,Kyle Schwarber grounds out to first baseman Cody Bellinger.,R,L,R,PHI,CHC,B,,,2,2,2024,-1.03,0.87,1.05,0.65,,,,0,1,Bot,,,,,665804,,,6.517197299231292,-132.24508527174072,-9.855379267098218,-13.514081483268605,28.00946580253681,-20.080428916551707,3.22,1.53,,,,91.4,1957.0,6.6,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.92,,,,,,,,5,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,201.0,0.0,0.096,,
CU,2024-09-25,78.3,-0.64,6.21,"Schwarber, Kyle",656941,665871,,ball,,,,,14.0,Kyle Schwarber grounds out to first baseman Cody Bellinger.,R,L,R,PHI,CHC,B,,,1,2,2024,1.18,-0.77,0.14,-0.03,,,,0,1,Bot,,,,,665804,,,-0.4896007295417006,-113.90605249500776,-5.162306924164323,10.2791236349675,22.26387165425781,-38.03215957350758,3.22,1.55,,,,78.3,2538.0,6.4,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,54.08,,,,,,,,5,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,44.0,0.0,0.036,,
CU,2024-09-25,75.4,-0.7,6.25,"Schwarber, Kyle",656941,665871,,called_strike,,,,,5.0,Kyle Schwarber grounds out to first baseman Cody Bellinger.,R,L,R,PHI,CHC,S,,,1,1,2024,1.35,-0.52,-0.09,2.48,,,,0,1,Bot,,,,,665804,,,-1.1205246828669648,-109.86390711653527,0.2315779781984537,11.096611747157192,20.30527898036744,-36.67726941883505,3.24,1.55,,,,75.5,2445.0,6.4,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,54.13,,,,,,,,5,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,47.0,0.0,-0.05,,
SI,2024-09-25,90.7,-0.78,6.17,"Schwarber, Kyle",656941,665871,,called_strike,,,,,12.0,Kyle Schwarber grounds out to first baseman Cody Bellinger.,R,L,R,PHI,CHC,S,,,1,0,2024,-0.94,1.05,0.95,2.65,,,,0,1,Bot,,,,,665804,,,6.366642096092471,-131.90659506033785,-5.1774679475027545,-12.288447774642568,26.28259774596559,-18.947214414997298,3.28,1.58,,,,91.3,1899.0,6.5,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,53.99,,,,,,,,5,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,205.0,0.0,-0.044,,
FF,2024-09-25,91.0,-1.05,6.11,"Schwarber, Kyle",656941,665871,,ball,,,,,13.0,Kyle Schwarber grounds out to first baseman Cody Bellinger.,R,L,R,PHI,CHC,B,,,0,0,2024,-0.44,1.37,-0.24,0.56,,,,0,1,Bot,,,,,665804,,,2.980745204660532,-132.14182735547072,-10.873972245202484,-5.824808950106003,29.18188414359123,-13.99984824076789,3.24,1.55,,,,90.7,2103.0,6.3,745521,665871,665804,641355,663538,670623,621020,664023,691718,682634,54.22,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,213.0,0.0,0.034,,
FF,2024-09-24,90.2,2.15,6.16,"Schwarber, Kyle",656941,657006,strikeout,swinging_strike,,,,,12.0,Kyle Schwarber strikes out swinging.,R,L,L,PHI,CHC,S,2.0,,2,2,2024,-0.25,0.92,0.37,3.58,,,,0,3,Bot,,,,,665804,,,-3.892323462095805,-131.37251407259882,-2.4829709462211325,-2.19110965481248,25.043992421573734,-21.15693345263448,3.27,1.51,,,,90.6,2414.0,6.2,745526,657006,665804,641355,663538,670623,621020,664023,691718,643565,54.26,,0.0,0.0,1.0,0.0,0.0,,28,6,4-Seam Fastball,2,6,2,6,6,2,2,6,Infield shade,Standard,168.0,-0.019,-0.204,77.70785,7.12052
CU,2024-09-24,80.3,2.01,6.44,"Schwarber, Kyle",656941,657006,,ball,,,,,12.0,Kyle Schwarber strikes out swinging.,R,L,L,PHI,CHC,B,,,1,2,2024,-0.39,-0.47,1.22,3.29,,,,0,3,Bot,,,,,665804,,,-1.012826496069028,-117.0735114845906,0.5251355639663142,-3.4288252537507256,20.81752242370273,-36.78245780213522,3.34,1.53,,,,80.4,2606.0,6.1,745526,657006,665804,641355,663538,670623,621020,664023,691718,643565,54.37,,,,,,,,28,5,Curveball,2,6,2,6,6,2,2,6,Infield shade,Standard,318.0,0.0,0.036,,
SL,2024-09-24,84.7,2.26,6.18,"Schwarber, Kyle",656941,657006,,foul,,,,,5.0,Kyle Schwarber strikes out swinging.,R,L,L,PHI,CHC,S,,,1,2,2024,-0.62,0.18,-0.04,2.13,,,,0,3,Bot,,,,,665804,,,-4.11011178639756,-123.29041680537529,-3.480688357382054,-5.576630738368874,24.149695160013717,-29.83926696648769,3.27,1.51,4.0,101.7,-26.0,84.5,2762.0,6.1,745526,657006,665804,641355,663538,670623,621020,664023,691718,643565,54.39,,,,,,,,28,4,Slider,2,6,2,6,6,2,2,6,Infield shade,Standard,304.0,0.0,0.0,,
FF,2024-09-24,89.6,2.25,6.17,"Schwarber, Kyle",656941,657006,,foul,,,,,5.0,Kyle Schwarber strikes out swinging.,R,L,L,PHI,CHC,S,,,1,1,2024,-0.32,0.89,-0.14,2.58,,,,0,3,Bot,,,,,665804,,,-5.214197909377641,-130.56688965803983,-4.831494255121863,-2.7800607235212578,23.83528668713213,-21.211997529481536,3.27,1.51,121.0,74.1,21.0,90.1,2351.0,6.2,745526,657006,665804,641355,663538,670623,621020,664023,691718,643565,54.26,,,,,,,,28,3,4-Seam Fastball,2,6,2,6,6,2,2,6,Infield shade,Standard,162.0,0.0,-0.05,80.33729,7.21298
SL,2024-09-24,82.5,2.14,6.25,"Schwarber, Kyle",656941,657006,,ball,,,,,13.0,Kyle Schwarber strikes out swinging.,R,L,L,PHI,CHC,B,,,0,1,2024,-0.96,0.22,-1.27,0.74,,,,0,3,Bot,,,,,665804,,,-5.8762447272697145,-119.94756687669567,-6.397426926368776,-8.095942105158041,23.49677552183968,-29.01095562912849,3.34,1.64,,,,82.2,2634.0,6.1,745526,657006,665804,641355,663538,670623,621020,664023,691718,643565,54.37,,,,,,,,28,2,Slider,2,6,2,6,6,2,2,6,Infield shade,Standard,304.0,0.0,0.023,,
SL,2024-09-24,81.0,2.13,6.42,"Schwarber, Kyle",656941,657006,,called_strike,,,,,14.0,Kyle Schwarber strikes out swinging.,R,L,L,PHI,CHC,S,,,0,0,2024,-0.77,0.14,0.09,1.45,,,,0,3,Bot,,,,,665804,,,-3.095212666237986,-118.0327801689296,-4.790418955592262,-6.716665952058133,20.688610618804592,-30.22966906189125,3.36,1.62,,,,81.0,2653.0,6.1,745526,657006,665804,641355,663538,670623,621020,664023,691718,643565,54.44,,,,,,,,28,1,Slider,2,6,2,6,6,2,2,6,Infield shade,Standard,301.0,0.0,-0.033,,
FF,2024-09-24,97.7,-1.52,6.21,"Schwarber, Kyle",656941,669713,home_run,hit_into_play,,,,,11.0,Kyle Schwarber homers (38) on a fly ball to center field.   Johan Rojas scores.,R,L,R,PHI,CHC,X,,fly_ball,0,1,2024,-0.73,1.27,-0.28,3.71,,,679032.0,0,8,Bot,167.16,42.76,,,665804,,,5.064694923173805,-142.05409840705676,-4.145781802299463,-11.107641281448418,35.17145058251027,-14.26488204093091,3.27,1.51,400.0,107.1,25.0,98.0,2565.0,6.7,745526,669713,665804,641355,663538,670623,621020,664023,691718,643565,53.81,0.957,1.855,2.0,1.0,0.0,3.0,6.0,71,2,4-Seam Fastball,2,10,2,10,10,4,4,10,Infield shade,Standard,207.0,0.005,1.645,72.4428,6.93401
FC,2024-09-24,87.2,1.53,6.67,"Schwarber, Kyle",656941,592767,field_out,hit_into_play,,,,,7.0,Kyle Schwarber pops out to shortstop Dansby Swanson.,R,L,L,PHI,CHC,X,6.0,popup,3,1,2024,0.18,1.1,-0.64,1.87,,,596117.0,1,5,Bot,121.63,164.63,,,665804,,,-5.526814748362261,-126.71222325555313,-7.599162401228114,3.011232672931176,24.3874300006442,-18.94276422788645,3.27,1.51,114.0,70.7,66.0,86.7,2096.0,5.9,745526,592767,665804,641355,663538,670623,621020,664023,691718,643565,54.6,0.003,0.003,0.0,1.0,0.0,0.0,3.0,45,5,Cutter,2,6,2,6,6,2,2,6,Infield shade,Standard,135.0,-0.023,-0.472,71.08233,7.96088
ST,2024-09-24,83.5,-1.85,5.89,"Schwarber, Kyle",656941,669713,,called_strike,,,,,8.0,Kyle Schwarber homers (38) on a fly ball to center field.   Johan Rojas scores.,R,L,R,PHI,CHC,S,,,0,0,2024,1.08,0.0,-0.19,2.02,,,679032.0,0,8,Bot,,,,,665804,,,1.7135533112206045,-121.66593936940616,-2.49680506888828,10.355439171272856,24.11285852830526,-31.92846859970794,3.38,1.58,,,,84.2,2720.0,6.7,745526,669713,665804,641355,663538,670623,621020,664023,691718,643565,53.83,,,,,,,,71,1,Sweeper,2,10,2,10,10,2,2,10,Infield shade,Standard,71.0,0.0,-0.063,,
